Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
In einer magischen Winternacht : 3 festliche Romane	-	Fiona Harper, Donna Alward, Shirley Jump ; Übersetzung: Susanne Albrecht, Peter Nentwig, Sven Scheer	CORA Verlag	Hamburg	2021	-	-	Erste Neuauflage	-	383 Seiten	19 cm	-	Julia ; Band 165 = 21, 12	-	-	-	Band	21,A51	820; B	-	-	https://d-nb.info/1246909626/04	-	-	-
Spanisches Weihnachtsmärchen	The Spanish billionaire's Christmas brideThe Greek's forbidden brideA bride for his majesty's pleasure	Maggie Cox ; Übersetzung: Marion Koppelmann	CORA Verlag	Hamburg	2021	-	-	Neuauflage	-	383 Seiten	19 cm	-	Romana exklusiv ; Band 342 = 21, 12. Mittelmeeträume	-	-	-	Band	21,A51	820; B	-	-	https://d-nb.info/1246909472/04	-	-	-
The island of Doctor Moreau	-	a possibility by H.G. Wells	Miniaturbuchverlag Leipzig	[Simbach am Inn]	2021	-	9783861846079; 9783861846086	First edition	regular edition : (Leder in Behältnis); limited gilt-edged edition	495 Seiten	60 mm, Behältnis 62 x 48 x 25 mm	-	-	-	-	-	Band	21,A51	820; B	-	-	-	-	-	-
Bunyip : Zwielicht ... und andere australische Storys	-	aus dem Australischen übersetzt und herausgegeben von Shawnee Lawrence	Balladine Publishing	Köln	2021	-	9783945035481; 3945035481	1. Auflage	(Broschur : EUR 9.95 (DE), EUR 10.30 (AT), CHF 14.90 (freier Preis))	127 Seiten	18 cm	-	Coolibah Edition ; Bd. 5	-	-	-	Band	21,A51; 21,N37	820; B	-	-	https://d-nb.info/1240988133/04	-	-	-
Ein Mädchen reitet durch Kanada	Canada ride	Mary Bosanquet	Dittrich	Weilerswist-Metternich	2021	-	9783947373567; 3947373562	[Überarbeitete Neuausgabe]	(Broschur : EUR 15.90 (DE), EUR 15.90 (AT), CHF 22.50 (freier Preis))	348 Seiten	22 cm	-	-	-	-	-	Band	21,A51; 21,N22	820; B	-	-	https://d-nb.info/1234329336/04	-	-	-
Das Jahr des Dugong : eine Geschichte für unsere Zeit	-	John Ironmonger ; aus dem Englischen von Tobias Schnettler	S. FISCHER	Frankfurt am Main	2021	-	9783103971316; 3103971311	-	(Festeinband : EUR 14.00 (DE), EUR 14.40 (AT))	136 Seiten	20 cm, 216 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N21	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=adcd572a71154a48ae9823bab3552452&prov=M&dok_var=1&dok_ext=htm	-	-
Miss Veronica und das Wunder der Pinguine : Roman	Away with the penguins	Hazel Prior ; aus dem Englischen von Thomas Bauer	Goldmann	München	2021	-	9783442492053; 344249205X	1. Auflage, deutsche Erstausgabe	(Broschur : circa EUR 13.00 (DE), circa EUR 13.40 (AT), circa CHF 18.44, circa CHF 18.90 (freier Preis))	459 Seiten	21 cm, 531 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=dcacca08c9e0468990d6b555ba42c780&prov=M&dok_var=1&dok_ext=htm	-	-
Die Schwestern Grimm : Roman	The sisters Grimm	Menna van Praag ; aus dem Englischen übersetzt von Anu Katariina Lindemann	Wilhelm Heyne Verlag	München	2021	-	9783453321748; 345332174X	Deutsche Erstausgabe	(Broschur : EUR 17.00 (DE), EUR 17.50 (AT), CHF 23.90, CHF 24.50 (freier Preis))	607 Seiten	21 cm, 689 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=4c63733e53a1493ea8b37add442a1fc0&prov=M&dok_var=1&dok_ext=htm	-	-
Englische Meistererzählungen - von Scott bis Wilde	Englische Kurzgeschichten von Scott bis Stevenson	herausgegeben und übersetzt von Ilse Hecht	Anaconda	Köln	2021	-	9783730610244; 3730610244	Lizenzausgabe	(Festeinband : EUR 7.95 (DE), EUR 7.95 (AT), CHF 11.22, CHF 11.50 (freier Preis))	423 Seiten	20 cm, 492 g	-	-	-	-	-	Band	21,A51; 21,N15	820; B	-	-	https://d-nb.info/1230760016/04	http://deposit.dnb.de/cgi-bin/dokserv?id=f34580c47b464077a9ff48fa7b5c16df&prov=M&dok_var=1&dok_ext=htm	-	-
Pfauensommer : Roman	The peacock summer	Hannah Richell ; aus dem Englischen von Christiane Burkhardt	Diana	München	2021	-	9783453361072; 3453361075	Taschenbucherstausgabe	(Broschur : EUR 11.00 (DE), EUR 11.40 (AT), CHF 16.49, CHF 16.90 (freier Preis))	477 Seiten	19 cm, 417 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N14	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=0dfa975514b541f58a51927ff7b7ccf8&prov=M&dok_var=1&dok_ext=htm	-	-
Political anxiety in golden age children's classics and their contemporary adaptations	-	Jasmin Sültemeyer	De Gruyter	Berlin; Boston	2021	-	9783110742657; 3110742659	-	(Festeinband : EUR 99.95 (DE) (freier Preis), EUR 99.95 (AT) (freier Preis))	VIII, 293 Seiten	24 cm, 561 g	-	Buchreihe der Anglia ; volume 74	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N10	820; 791	Englisch; Kinderliteratur; Angst; Schrecken; Angstbewältigung; Spannung	820.99282	https://d-nb.info/1228453551/04	-	-	-
The nothing man : zwei Geschichten, ein Mörder, keine Gnade : Thriller	The nothing man	Catherine Ryan Howard ; aus dem Englischen von Jan Möller	Rowohlt Taschenbuch Verlag	Hamburg	2021	-	9783499005367; 3499005360	Deutsche Erstausgabe	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	395 Seiten	19 cm, 344 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 20,N47	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=ed1baa008ef4461998fa2f373b116367&prov=M&dok_var=1&dok_ext=htm	-	-
Pflicht und Schuldigkeit	Duty calls	Sandy Mitchell ; Deutsche Übersetzung: Anna Knaus	Black Library	Nottingham	2020	-	9781781935187; 1781935181	-	(Broschur : EUR 12.99 (DE), EUR 13.40 (AT), CHF 18.90 (freier Preis))	413 Seiten	22 cm, 444 g	-	Ciaphas Cain ; Buch 5; Warhammer 40.000	-	-	-	Band	21,A51; 20,N21	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=7ea64aa76ddd4407ab255b5897dde49b&prov=M&dok_var=1&dok_ext=htm	-	-
Welt der Schwerter	-	E.S. Schmidt	Lindwurm	Hamburg	2021	-	-	-	-	-	19 cm	-	High Fantasy	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Lena und Adrian: frischer Wind in St. Johann : Sein Platz in ihrem Herzen : warum Tobias so verzeifelt war	-	Toni Waidacher	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	65 Seiten	23 cm	-	Der Bergpfarrer ; Nr. 539; Kelter Bestseller	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Nimm mein Herz	Nimm mein HerzIch glaube an die LiebeVon der Liebe vergessen	-	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	66, 66, 65 Seiten	23 cm	-	Kelter BestsellerNr. 35; Der Bergpfarrer	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Nur ein guter Freund? : Luka will viel mehr sein!	-	von Viola Maybach	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	65 Seiten	23 cm	-	Kelter BestsellerNr. 63; Der neue Dr. Laurin ... und die Frau, die sein Herz besitzt	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Ein einsames Kind findet einen Freund	Ein einsames Kind findet einen FreundDer Traum der kleinen StefanieDas Findelkind aus Indien	Roman von Aliza Korten	Martin Kelter Verlag	Hamburg	2021	-	-	-	-	191 Seiten	22 cm	-	Sophienlust ; Nr. 72	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1247199835/04	-	-	-
Das Grab gibt die Wahrheit preis	Das Grab gibt die Wahrheit preisDer Mann im schwarzen Satin	Roman von A.F. Morland	Kelter	Hamburg	2021	-	-	-	-	65, 65 Seiten	23 cm	-	Gaslicht, Irrlicht ; Nr. 1099	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Wenn wir zusammenhalten	Wenn wir zusammenhaltenWas so schön begannTennisfieber	-	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	66, 66, 66 Seiten	23 cm	-	Kelter BestsellerNr. 154; Dr. Norden	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Ferien mit Ariane	Ferien mit ArianeDas Mädchen von nebenan	Roman von Isabel Rohde	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	66, 65 Seiten	23 cm	-	Mami ; Nr. 2931	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Du bist Spitze, Mami!	Du bist Spitze, Mami!Sein Traum wird wahrRückkehr eines Weltenbummlers	-	Kelter	Hamburg	2021	-	-	-	-	66, 66, 66 Seiten	23 cm	-	Der neue Sonnenwinkel ; Nr. 10	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Liebe auf den dritten Blick	Liebe auf den dritten BlickEin dreister ÜberfallAuf Umwegen ins große Glück?	-	Martin Kelter Verlag	Hamburg	2021	-	-	-	-	191 Seiten	22 cm	-	Kelter pockets71; Der neue Dr. Laurin	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1247198227/04	-	-	-
Das Biest in Dir : Fantasy	-	Felix Hänisch	XOXO Verlag	Bremen	2021	-	-	-	-	2 Bände	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
GruppenSex : erotische Geschichten	-	Simona Wiles	Blue Panther Books	Hamburg	2021	-	-	Vollständige Taschenbuchausgabe, Originalausgabe	-	-	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Drei Pfeile für Lord Morton	-	John Ball	[Romantruhe]	[Kerpen-Türnich]	2021	-	9783864736858	Originalausgabe in deutscher Sprache	(Broschur)	66 Seiten	21 cm	-	Dr. Morton ; Nr. 76	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Dr. Morton schlägt zu	-	John Ball	[Romantruhe]	[Kerpen-Türnich]	2021	-	9783864736506	Originalausgabe in deutscher Sprache	(Broschur)	66 Seiten	21 cm	-	Dr. Morton ; Nr. 75	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Drei Unzen Hirn	-	John Ball	[Romantruhe]	[Kerpen-Türnich]	2021	-	9783864736490	Originalausgabe in deutscher Sprache	(Broschur)	66 Seiten	21 cm	-	Dr. Morton ; Nr. 74	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Die Malloreon-Saga	The Malloreon	David Eddings ; Deutsch von Lore Strassl	Blanvalet	München	2021	-	-	-	-	-	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Cybionic	-	Meike Eggers	Polarise	Heidelberg	2021	-	-	-	-	Bände	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Allgäu-Krimi	-	Jürgen Seibold	Weltbild	Augsburg	2021	-	-	Genehmigte Lizenzausgabe	-	-	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Land der grauen Reiter	-	H.C. Hollister	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	H.C. Hollister ; Band 47	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Ein Kidnapper zu viel	-	Jerry Cotton	Bastei Lübbe AG	Köln	2021	-	-	2. Auflage	-	63 Seiten	23 cm	-	Jerry Cotton ; Band 2966	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Paradise City	-	G.F. Unger	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Western-Bestseller ; Band 2544	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Pfote aufs Herz : ihr treuer Freund half Lina durch die Einsamkeit	-	Julie Petersen	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Familie mit Herz ; Band 114	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Tom Prox - die Leihbücher : Der grosse Boss : Das Chamäleon	-	-	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	-	-	G.F. Unger ; Band 98	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Unser Versteck im Heidedorf : warum ein Paar von den Eltern verstoßen wurde	-	Ina Ritter	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Dr. Karsten Fabian ; Band 304	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Das Medaillon des Fremden : ist es für die schöne Steffi ein Liebespfand?	-	Jenny Kayser	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Die schönsten Berg-Romane ; Jubiläumsband 300	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Die Stellvertreterin : warum sie den Kuss ihres Schwagers niemals mehr vergessen kann	-	-	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Die Welt der Hedwig Courths-Mahler ; Band 583	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Kino des Schreckens	-	der Welterfolg von Jason Dark	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Geisterjäger John Sinclair ; Band 111	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Liliths Liebling	-	von Ian Rolf Hill	Bastei Lübbe AG	Köln	2021	-	-	Deutsche Erstveröffentlichung	-	63 Seiten	23 cm	-	Geisterjäger John Sinclair ; Band 2264	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Unter falscher Flagge	-	Amerikas großer Western-Erfolg von Jack Slade	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Lassiter ; Band 2576	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Lassiter und die blonde Agentin	-	Amerikas großer Western-Erfolg von Jack Slade	Bastei Lübbe AG	Köln	2021	-	-	3. Auflage	-	63 Seiten	23 cm	-	Lassiter ; Band 1728	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Notlandung ins Glück : die Begegnung mit seiner Ärztin verändert Prinz Adrians Leben	-	Alexa Leopold	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Fürsten-Roman ; Band 2642	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Der Marshal und das Biest	Der Marshal und das BiestHaggard, der JägerMit allen Hunden gehetzt	Western von Frank Callahan	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	66, 66, 66 Seiten	23 cm	-	Die grossen Western ; [Neue Folge], Nr. 219	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Sein tragischer Irrtum : woran ein Mann beinahe zerbricht	-	Monika Leitner	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Alpengold ; Band 363	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Auf den Schwingen der Sehnsucht	Auf den Schwingen der SehnsuchtGebrochene Flügel	-	Kelter	Hamburg	2021	-	-	-	-	65, 65 Seiten	23 cm	-	Sophienlust ; Nr. 5	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Schattenkinder	-	von Manfred Weinland	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Gespenster-Krimi ; Band 82	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Oliver, das Einzelkind	Oliver, das EinzelkindSprache des HerzensBlindenhund Moritz	Roman von Elisabeth Swoboda	Kelter	Hamburg	2021	-	-	-	-	65, 65, 65 Seiten	23 cm	-	Sophienlust ; Nr. 52	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Das große Finale : ein geliebter Ort nimmt Abschied	-	Roman von Michaela Dornberg	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	127 Seiten	22 cm	-	Der neue Sonnenwinkel ; Nr. 100	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Warum bleibt unsere Wiege leer?	Warum bleibt unsere Wiege leer?Sag mir, dass du mich noch liebst	Roman von Jutta von Kampen	Kelter	Hamburg	2021	-	-	2. Auflage	-	65, 65 Seiten	23 cm	-	Fürstenkinder ; Nr. 430	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Der Racheengel	-	Leah Konstantin	Kelter	Hamburg	2021	-	-	-	-	129 Seiten	23 cm	-	Eden Palace Hotel ; Nr. 5	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Der Unverwundbare	-	Jerry Cotton	Bastei Lübbe AG	Köln	2021	-	-	-	-	79 Seiten	23 cm	-	Jerry Cotton ; Band 171	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Bleib bei mir, wenn du es noch willst	Bleib bei mir, wenn du es noch willstWenn eine Fee einen Schutzengel brauchtWechselbad der Gefühle	-	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	65, 65, 65 Seiten	23 cm	-	Kelter BestsellerNr. 234; Dr. Norden	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Kriegswinter	-	G.F. Unger	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	G. F. Unger ; Band 2143	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Soll wirklich alles zu Ende sein?	Soll wirklich alles zu Ende sein?Er kam als FremderDie falsche Freundin	-	Kelter	Hamburg	2021	-	-	-	-	65, 65, 65 Seiten	23 cm	-	Der Bergarzt ; Nr. 6	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Ein paar Kilo Glück	Ein paar Kilo GlückFür meine Mami nur den Besten!Die Alibi-Frau	-	Kelter	Hamburg	2021	-	-	2. Auflage	-	66, 65, 65 Seiten	23 cm	-	Dr. Schwarz & Dr. Simon ; Nr. 15	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Wo ist Timms Papa? : ein seltsamer Fall in Sophienlust	-	Roman von Carina Lind	Kelter	Hamburg	2021	-	-	-	-	66 Seiten	23 cm	-	Sophienlust ; Nr. 47	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Warum liebe ich dich? : Christina stellt eine schicksalsschwere Frage	-	von Jenny Pergelt	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	66 Seiten	23 cm	-	Kelter BestsellerNr. 1205; Chefarzt Dr. Norden	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Allgäu-Krimi : Spritztour : ein Allgäu-Krimi	-	Jürgen Seibold	Weltbild	Augsburg	2021	-	9783963779046	Genehmigte Lizenzausgabe	(Broschur)	270 Seiten	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Allgäu-Krimi : Schandfleck : ein Allgäu-Krimi	-	Jürgen Seibold	Weltbild	Augsburg	2021	-	9783963779046	Genehmigte Lizenzausgabe	(Broschur)	317 Seiten	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Allgäu-Krimi : Pferdefuß : ein Allgäu-Krimi	-	Jürgen Seibold	Weltbild	Augsburg	2021	-	9783963779046	Genehmigte Lizenzausgabe	(Broschur)	286 Seiten	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Paradies entführt! : ein Planet verschwindet - Atlan auf ungewöhnlicher Rettungsmission	-	-	Heinrich Bauer Verlag KG	Hamburg	2021	-	-	-	-	63 Seiten 2 ungezählte Seiten	23 cm	-	Perry Rhodan ; Nr. 3143	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Hat sich alles gegen mich verschworen?	Hat sich alles gegen mich verschworen?Ende einer Karriere?Am Krankenbett der Tochter	-	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	65, 65, 65 Seiten	23 cm	-	Kelter BestsellerNr. 153; Dr. Norden	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Wie ich mit meiner Depression Kaffee trinken ging	-	Text: Franz Essing ; Illustration: Jannes Heidemann ; Herausgeber: Joachim Leberecht	Ulli Verlag	Schwabach	2021	-	9783947926138	-	(Broschur)	circa 50 ungezählte Seiten	15 x 15 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Scharade : Thriller	Charade	Sandra Brown ; Deutsch von Gabriela Prahm	Weltbild	Augsburg	2021	-	9783985071777	Genehmigte Lizenzausgabe	(Broschur)	542 Seiten	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Das Irrlicht von Valotio : Donn Yaradua in Geheimmission - auf der Suche nach dem König der Gaukler	-	Susan Schwartz	Heinrich Bauer Verlag KG	Hamburg	2021	-	-	-	-	63 Seiten, 6 ungezählte Seiten	23 cm	-	Perry Rhodan ; Nr. 3140	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Der Stachel des Skorpions: Kriminalroman	-	Karl Hartmann	Pandion Verlag	Simmern	2021	-	9783869111087	-	(Broschur)	216 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51	830; B	-	-	https://d-nb.info/1246091739/04	-	-	-
Vzletaja vysoko	Flying high	Bʹjanka Iosivoni ; Ksenija Trofimova, perevod na russkij jazyk	Izdatelʹstvo Ėksmo	Moskva	2021	-	9785041164478	Literaturno-chudožestvennoe izdanie	(Festeinband)	301 Seiten	21 cm	-	-	Auf dem Buchrücken Zählung 2	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Pod dalekim niebem	Unter fernen Himmeln	Sarah Lark ; z języka niemieckiego przełożyła Barbara Niedźwiecka	Wydawnictwo Sonia Draga	Katowice	2021	-	9788382301861	-	(Broschur)	494 Seiten	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Sekret Marii : życie, miłość i pasja Marii Montessori	Lehrerin einer neuen Zeit	Laura Baldini ; z języka niemieckiego przełożyła Anna Kierejewska	Znak litera nova	Kraków	2021	-	9788324073887	Wydanie I	(Broschur)	331 Seiten	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Mijn moeder heeft altijd gelijk	Jägerin und Sammlerin	Lana Lux ; uit het Duits vertaald door Marcel Misset	Nieuw Amsterdam	[Amsterdam]	2021	-	9789046827253	-	(Broschur)	286 Seiten	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Barvy loučeni	Abschiedsfarben	Bernhard Schlink ; přeložila Jana Zoubková	Euromedia	Praha	2021	-	9788020720122	Vydání první	(Festeinband)	186 Seiten	21 cm	-	Světová knihovna ; zvazek 249	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1237919193/04	-	-	-
The sea view has me again : Uwe Johnson in Sheerness	-	Patrick Wright ; with translations from the German by Damion Searls	Repeater	London	2021	-	9781913462581	-	(Broschur)	733 Seiten	24 cm	-	-	-	-	-	Band	21,A51	830	Johnson, Uwe	833.914	https://d-nb.info/1236713249/04	-	-	-
La montée des eaux : roman	Wie hoch die Wasser steigen	Anja Kampmann ; traduit de l'allemand par Olivier Le Lay	Gallimard	Paris	2021	-	9782072830365; 2072830362	-	(Broschur)	433 Seiten	21 cm	-	nfr; Du monde entier	-	-	-	Band	21,A51	830; B	-	-	https://d-nb.info/1236544021/04	-	-	-
Correspondencia 1928-1940	Briefwechsel 1928-1940	Theodor W. Adorno, Walter Benjamin ; traducción de Laura S. Carugati y Martina Fernández Polcuch ; edición en español al cuidado de Mariana Dimópulos	Eterna Cadencia Editora	Buenos Aires	2021	-	9789877122237	Primera edición	(Broschur  : EUR 29.00)	469 Seiten	22 cm	-	-	-	-	-	Band	21,A51	100; 830	Adorno, Theodor W; Benjamin, Walter	193	https://d-nb.info/1234415321/04	-	-	-
ʿUṣyān	Die Rebellion	Yūzif Rūt ; mutarǧim ʿAlī Asadīyān	Našr-i Māhī	Tihrān	2021	-	9789642093489; 9642093480	Čap-i duwwum	(Broschur)	176 Seiten	16 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Berlin-Quartett	-	Pieke Biermann	Argument Verlag	Hamburg	2021	-	-	-	-	-	19 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Tom Prox - die Leihbücher	-	G.F. Unger	Bastei Lübbe AG	Köln	2021	-	-	-	-	10 Bände	23 cm	-	G.F. Unger	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Tom Prox - die Leihbücher : Der grosse Boss : Ring des Verbrechens	-	-	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	G.F. Unger ; Band 97	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Move district : Roman	-	Maren Vivien Haase	Blanvalet	München	2021	-	-	-	-	-	21 cm	-	-	-	-	-	Band	21,A51	830; B	-	-	-	-	-	-
Der Weg führt zum Ziel : aber nie so, wie du denkst	-	Bella Owl	Idea	Palsweis	2021	-	9783887932091; 3887932099	-	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT), CHF 11.00 (freier Preis))	40 Seiten	19 cm	-	-	-	-	-	Band	21,A51; 21,N47	830; B	-	-	-	-	-	-
Ein Fall für Eden und Mattern : Spiekerooger Abgründe : Ostfrieslandkrimi	-	Marc Freund	Klarant Verlag	Bremen	2021	-	9783965864795; 3965864793	1. Auflage	(Broschur : EUR 11.99 (DE), EUR 12.40 (AT), CHF 14.99 (freier Preis))	180 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N46	830; B	-	-	-	-	-	-
Jedermanns Traum : Roman	-	Franz Kellner-Müller	Verlagshaus Schlosser	Pliening	2021	-	9783962005634; 3962005633	-	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	228 Seiten	21 cm, 390 g	-	-	-	-	-	Band	21,A51; 21,N45	830; B	-	-	-	-	-	-
Mord, Verbrechen und andere Leidenschaften	-	Karl-Heinz Richter, Nicole Krugmann	Verlagshaus Schlosser	Pliening	2021	-	9783962005672; 3962005676	-	(Broschur : EUR 9.90 (DE), EUR 10.20 (AT))	96 Seiten	19 cm, 290 g	-	-	-	-	-	Band	21,A51; 21,N45	830; B	-	-	https://d-nb.info/1244938025/04	-	-	-
Die Kühlschränke des Nordens : Gedichte	-	Susanne Neuffer	Günther Emigs Literatur-Betrieb	[Niederstetten]	2021	-	9783948371920; 394837192X	Erstausgabe	(Broschur : EUR 18.00 (DE), EUR 18.50 (AT))	116 Seiten	22 cm, 260 g	-	Edition Hammer + Veilchen	-	-	-	Band	21,A51; 21,N44	830; B	-	-	https://d-nb.info/1244569062/04	-	-	-
Klappe zu : der Trauerredner, der sich um Kopf und Kragen redet ... "Zefix aber au!"	-	Bernhard Wucherer	Edition Allgäu im Verlag Hephaistos OHG	Immenstadt im Allgäu	2021	-	9783958050778; 3958050778	1. Auflage	(Broschur : EUR 13.80 (DE), EUR 14.20 (AT))	298 Seiten	21 cm, 474 g	-	Allgäu-bairische Mafiaposse	-	-	-	Band	21,A51; 21,N44	830; B	-	-	-	-	-	-
